35,20
95,23
94,14
11,51
4,59
56,6
35,77
62,41
7,31
19,77
7,67
90,41
95,71
17,19
91,32
65,47
78,10
77,74
77,80
100,70
14,86
37,35
7,19
62,51
6,33
43,61
3,58
5,31
89,39
36,63
28,31
69,33
63,27
73,45
21,32
53,19
93,47
36,61
5,20
7,97
81,32
89,71
61,22
61,55
42,39
8,86
20,17
23,21
22,29
8,61
92,50
70,60
7,83
89,43
12,83
73,8
15,27
77,72
93,87
60,34
24,61
91,94
42,58
9,86
98,58
47,60
60,51
83,21
28,84
91,96
20,65
79,46
41,93
9,21
54,19
52,13
2,58
58,57
91,54
1,99
82,60
62,59
67,86
9,7
97,95
25,97
65,14
1,29
3,1
30,35
54,75
19,13
60,64
29,71
77,43
38,100
31,58
80,49
18,7
54,39
18,94
6,84
79,93
17,79
43,73
17,72
81,61
45,85
85,44
41,22
52,8
65,12
88,45
12,10
64,83
53,16
54,51
87,59
3,59
26,77
72,6
48,4
35,12
94,92
71,13
8,12
42,37
22,7
100,8
71,41
61,98
80,83
41,59
43,69
51,75
1,89
16,6
82,70
46,6
38,76
21,64
12,37
34,3
67,18
94,47
85,16
18,5
46,89
57,33
84,63
3,11
72,25
12,84
50,9
9,67
52,33
40,84
60,25
7,70
65,68
58,97
10,98
28,33
14,100
70,13
23,1
78,64
16,28
53,75
63,85
53,98
67,55
59,32
68,56
47,18
37,66
53,23
47,57
32,18
27,43
80,7
26,17
25,61
37,77
18,17
97,2
19,66
27,26
7,72
52,67
19,31
26,58
92,40
33,13
46,25
70,78
51,57
32,34
1,50
68,7
33,21
34,18
68,30
34,72
86,39
37,63
90,47
40,30
53,2
69,55
91,60
74,32
74,6
75,43
90,92
75,37
92,81
75,25
82,32
79,19
82,24
95,4
57,16
44,98
89,16
50,31
21,61
49,32
61,23
88,97
68,8
52,11
74,16
43,22
32,38
16,80
92,33
80,75
22,53
70,24
37,25
90,66
8,87
35,89
60,65
94,15
49,43
66,61
53,87
54,64
38,56
57,65
87,91
69,56
29,47
60,31
95,11
44,81
15,63
31,12
32,29
9,6
52,63
74,35
67,45
14,90
89,13
62,79
67,65
48,87
39,11
33,47
51,29
8,13
68,59
80,87
80,6
94,95
41,97
4,76
6,42
45,37
47,20
64,27
82,54
95,82
82,99
24,22
59,15
16,38
91,61
81,17
83,57
66,86
72,9
47,96
15,35
23,13
21,10
43,71
96,57
48,41
56,15
2,74
42,87
73,35
3,99
71,69
79,32
81,47
64,96
48,81
10,57
83,95
31,83
88,58
98,82
21,47
32,4
9,83
76,68
1,13
20,95
64,67
52,26
63,64
98,88
38,37
37,47
79,23
11,50
39,2
29,21
90,89
30,95
94,61
77,16
84,27
16,21
16,15
46,67
76,39
22,56
5,70
27,49
61,49
43,29
28,66
80,100
63,70
84,38
5,60
75,61
34,80
33,67
42,2
92,62
85,13
52,71
25,41
66,25
38,97
68,53
50,47
8,91
17,73
74,4
91,68
86,78
45,33
42,100
28,53
28,20
73,63
100,27
47,61
28,93
96,75
79,45
74,67
82,55
89,54
64,95
65,30
16,22
66,23
47,91
21,2
43,7
69,28
81,43
27,38
91,79
30,70
15,13
95,13
75,36
91,90
17,42
6,51
78,81
90,17
47,92
96,5
84,100
17,56
95,17
61,77
77,33
63,40
92,8
11,60
77,88
13,99
69,38
82,1
95,24
43,34
75,7
84,79
35,97
69,27
45,91
29,34
65,87
32,22
32,28
70,17
43,39
80,64
64,92
44,77
3,29
75,11
45,89
99,19
19,11
7,1
24,53
9,26
53,94
87,55
89,53
24,41
76,2
97,42
6,76
7,99
3,95
61,100
9,27
28,80
64,52
58,49
4,41
17,67
79,24
98,29
89,92
69,63
58,48
80,95
81,67
80,88
28,18
8,29
47,51
98,68
21,66
91,99
33,60
36,91
66,8
8,77
88,91
56,3
83,18
25,81
12,7
88,34
3,93
75,28
8,30
37,82
59,86
24,26
91,58
96,3
56,46
78,62
26,60
18,57
78,35
57,87
44,80
40,86
8,36
26,68
3,76
76,5
34,99
6,34
89,9
50,23
98,28
91,29
24,52
37,87
47,63
94,38
72,91
21,91
45,46
40,25
94,22
64,32
12,54
61,65
56,4
65,4
23,40
51,90
11,45
78,29
61,5
36,70
30,2
7,78
94,43
79,51
36,13
21,82
41,6
98,63
29,27
58,87
62,23
97,46
33,25
25,39
68,11
30,80
80,36
83,72
94,56
94,45
91,65
39,60
59,96
14,10
31,32
6,75
34,26
47,53
15,29
32,13
74,8
92,53
92,26
31,55
98,23
53,40
54,79
64,31
40,41
100,77
21,34
38,5
94,31
57,67
8,11
43,66
43,63
43,59
23,36
60,69
35,87
31,76
40,39
74,31
12,95
87,15
53,99
95,90
80,52
8,20
69,34
66,94
91,84
82,42
34,100
81,91
6,90
71,54
68,83
42,63
95,45
90,33
65,23
68,25
19,26
57,53
32,75
96,24
85,83
93,52
100,41
56,59
4,80
97,33
23,55
82,3
62,71
15,10
82,46
78,61
73,98
68,93
30,79
44,76
55,73
31,42
82,89
91,95
59,94
68,100
93,20
65,46
39,50
57,8
18,63
83,34
54,32
96,13
67,68
1,91
86,43
47,49
34,92
53,29
28,100
27,68
42,72
46,33
27,78
81,87
49,90
51,82
12,56
53,86
55,97
89,68
84,98
61,7
49,12
96,99
39,8
71,82
24,55
100,32
9,46
29,79
100,12
79,70
15,26
63,91
59,10
20,46
50,93
6,93
66,22
26,37
71,8
52,36
49,26
24,88
28,79
37,23
22,57
22,25
68,12
56,51
15,39
39,91
66,26
5,37
8,3
32,92
59,77
90,1
99,41
11,90
3,80
18,97
97,96
20,82
93,36
86,22
10,67
42,19
8,44
75,45
10,35
64,1
64,8
53,67
7,100
71,79
13,67
56,58
71,100
10,16
58,7
30,98
84,21
67,19
60,58
47,69
39,28
12,52
23,63
47,88
70,62
92,45
2,46
45,63
100,6
5,2
70,15
3,92
69,70
90,29
55,99
58,22
48,13
81,10
75,64
14,18
79,90
50,64
36,38
24,60
44,26
26,4
20,59
66,88
56,64
1,63
59,99
33,51
54,59
9,49
66,71
91,52
38,78
45,39
52,2
62,53
42,73
41,69
13,94
35,95
83,29
35,39
46,69
81,96
57,40
42,88
40,81
86,20
21,96
27,57
35,45
12,6
76,37
24,46
72,93
89,73
31,37
86,3
18,74
91,35
12,36
96,85
2,3
7,25
87,27
25,98
61,30
32,77
30,17
16,66
25,47
75,90
33,83
41,70
78,100
17,92
13,98
61,73
76,98
24,35
65,32
86,85
74,87
28,72
64,59
84,77
94,6
64,13
8,40
74,19
87,6
23,99
73,11
89,29
73,87
91,11
34,39
54,2
71,42
65,84
90,21
9,84
16,71
43,52
49,72
66,9
61,16
97,65
42,57
53,73
68,1
15,1
86,79
84,64
6,70
32,87
100,83
32,58
28,2
9,30
89,94
45,36
54,5
56,54
16,2
82,84
6,3
27,48
26,18
73,94
18,59
1,56
8,98
2,47
76,1
92,80
34,46
66,99
47,27
88,26
68,24
14,36
61,57
47,43
77,96
11,38
18,42
47,67
23,22
59,51
18,13
35,16
90,98
90,24
77,9
93,22
87,21
67,12
27,96
39,41
62,87
62,39
99,39
4,29
68,75
94,28
