48,255
35,165
20,6
51,476
12,284
27,315
99,102
28,266
87,147
33,467
50,286
42,58
77,45
42,249
49,189
79,160
52,307
58,26
36,11
1,195
86,210
92,12
25,122
73,223
90,71
31,230
92,74
4,423
6,88
82,110
86,214
64,174
23,263
71,357
16,93
37,228
37,459
81,69
51,232
39,112
59,112
60,244
39,406
3,497
30,323
61,235
5,73
18,100
87,484
9,20
29,35
54,293
57,191
39,446
31,94
88,146
74,120
26,372
20,108
48,210
56,494
5,337
59,29
16,320
89,295
39,65
2,43
91,266
36,196
17,207
49,408
75,357
88,300
88,472
48,329
87,94
14,451
33,18
50,346
58,99
89,388
74,68
31,398
79,270
10,1
33,23
60,304
50,65
82,37
10,202
96,200
4,276
44,386
12,437
69,34
36,265
86,264
64,473
28,397
33,464
85,321
7,234
54,200
25,152
56,28
57,264
60,77
48,176
16,313
17,306
54,41
81,471
62,196
43,19
72,93
87,404
28,235
26,378
72,235
29,68
12,336
39,184
75,267
27,196
48,57
77,391
66,437
95,95
26,415
69,226
75,474
66,471
36,167
46,44
21,141
47,409
40,46
87,214
87,412
98,254
90,136
4,422
46,71
99,402
24,185
86,423
27,428
64,107
32,320
78,493
22,442
60,446
22,72
93,97
76,356
26,35
54,247
85,233
75,201
90,118
26,34
52,187
98,143
93,422
22,416
15,78
30,52
72,326
22,63
84,172
10,178
32,424
26,220
66,76
23,136
79,396
28,309
98,457
99,178
18,123
54,195
29,377
47,25
36,219
85,260
41,209
77,355
72,134
2,434
4,313
72,248
30,96
22,306
8,377
70,108
9,184
91,198
76,3
88,323
43,64
75,27
65,189
26,352
90,392
46,450
34,135
76,85
54,168
96,444
95,311
99,221
6,251
72,226
3,344
5,354
13,256
42,314
20,311
50,110
73,422
70,442
70,95
19,340
88,340
44,336
50,173
86,398
56,470
97,148
36,355
60,468
82,98
60,106
75,58
55,172
44,243
100,298
47,5
36,417
24,218
44,399
57,50
22,162
72,435
38,205
67,429
48,93
28,180
17,393
56,376
44,51
91,191
39,61
6,456
39,259
98,45
1,299
87,366
85,73
70,327
94,332
27,419
85,397
31,464
32,12
30,451
74,347
77,341
60,286
74,388
81,58
10,430
68,378
33,400
51,105
39,63
78,209
55,208
31,333
86,435
2,124
66,126
24,88
55,435
7,110
95,333
53,254
76,4
20,147
54,327
87,31
3,393
31,461
13,391
16,272
27,303
70,252
40,100
26,477
53,258
78,360
46,52
48,435
84,328
37,361
4,372
31,31
2,229
78,313
63,190
19,19
29,493
85,108
78,83
67,284
54,422
86,316
77,245
56,25
49,32
45,200
74,153
100,352
98,390
53,135
48,343
93,260
54,458
79,306
99,356
42,349
95,399
49,112
64,377
94,349
99,440
19,346
72,429
73,181
36,380
61,37
8,17
75,477
61,362
30,162
29,445
33,340
9,125
20,187
2,480
60,82
46,376
29,89
61,82
96,418
98,341
3,249
6,229
45,289
94,123
11,75
59,159
71,15
23,392
25,186
47,117
9,416
85,272
11,282
86,172
3,255
87,390
49,180
12,329
73,326
57,128
96,70
67,276
81,18
15,307
81,422
52,53
90,53
78,365
98,25
26,242
100,156
99,133
99,194
37,213
27,85
82,152
23,225
64,258
91,247
15,347
11,195
84,230
11,240
25,335
89,71
72,490
1,202
73,98
63,217
83,9
93,360
9,168
69,68
74,39
90,14
85,109
75,279
72,402
4,465
25,412
81,169
4,114
72,229
30,81
64,64
52,55
43,81
87,81
83,395
63,193
14,168
61,161
97,357
25,32
46,181
76,90
80,242
2,244
62,91
70,7
76,57
81,195
16,348
51,82
10,370
46,475
19,199
83,6
12,466
10,302
3,401
54,490
56,343
8,49
64,464
13,450
74,93
38,188
38,314
50,267
21,17
94,229
27,424
97,261
4,432
73,444
14,489
91,436
76,354
26,351
64,470
99,36
17,151
26,285
44,10
59,283
46,163
40,139
81,240
39,431
27,139
52,58
8,37
61,23
11,30
77,415
6,186
67,499
59,300
40,113
45,287
79,68
1,90
67,342
97,180
48,328
89,126
44,129
68,337
88,258
85,307
26,485
39,104
29,51
39,266
67,77
47,210
83,483
96,64
20,94
40,114
32,434
39,470
19,403
10,25
26,468
67,460
13,407
4,45
65,147
93,377
58,442
45,20
93,483
54,316
26,307
56,182
84,50
47,319
91,196
68,228
5,149
91,39
57,379
54,126
100,313
38,441
94,47
4,133
52,252
54,74
65,475
61,284
69,471
54,144
7,43
93,170
96,380
62,8
45,211
40,36
35,487
26,331
5,392
88,399
93,86
77,329
69,60
51,462
23,147
99,470
30,34
51,25
36,411
56,62
72,28
1,144
22,450
10,447
6,479
1,399
62,141
21,178
73,334
53,109
17,467
72,298
16,234
7,126
62,477
21,288
90,418
28,28
82,379
7,370
91,433
75,358
16,444
49,423
56,294
74,451
47,52
69,124
15,86
22,451
45,160
95,372
100,346
90,226
74,349
96,266
48,226
15,264
43,253
11,290
18,389
87,500
23,423
63,142
95,470
57,46
42,45
24,439
23,375
15,400
28,8
52,379
79,188
79,239
61,183
63,354
62,213
17,492
41,200
69,296
85,277
13,304
94,121
32,402
56,226
61,102
87,18
50,247
85,88
28,108
18,155
100,307
53,26
69,336
14,450
53,53
26,124
86,11
72,333
17,127
38,145
99,234
100,289
9,322
88,156
79,449
52,181
12,471
18,294
67,116
6,354
53,354
20,469
34,458
59,449
66,210
22,54
17,91
37,27
97,55
29,105
55,364
14,367
63,480
47,249
70,307
94,498
80,272
18,289
78,129
36,17
66,424
99,465
16,265
65,180
20,180
68,210
79,91
20,431
77,298
80,359
43,394
47,184
4,60
31,57
50,143
61,139
30,192
8,63
69,364
2,500
67,361
23,116
11,16
43,389
60,472
87,268
4,463
90,206
70,189
51,99
57,307
74,381
95,434
53,473
100,396
56,209
25,344
55,488
31,352
4,317
76,483
92,81
26,96
64,279
16,459
78,136
5,315
74,414
27,137
36,261
19,296
62,406
20,171
21,397
65,82
5,145
80,368
16,29
22,296
